"name","label","data_type","value_labels","n_missing","complete_rate","min","median","max","mean","sd","n_value_labels","hist","format.spss","display_width"
"r4043","Vendió algun producto, lotería, periódicos, etc","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9998178771763677,0.01349430575047813,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r4044","Cocinó, lavó ropa ajena u otros servicios particulares","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9993807823996503,0.024876830817036108,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r4045","Elaboró tortillas para vender","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9998178771763677,0.01349430575047813,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r4046","Hizo comida típica para vender (pupusas, tamales, etc)","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9993079332701975,0.026298535418256542,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r4047","Elaboró algún otro producto en casa para vender","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9995629052232826,0.02090262278952747,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r4048","Ayudó a algún familiar en su negocio o trabajó sin remuneración","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9965032417862607,0.05903099035996611,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r4049","Realizó alguna otra actividad para obtener ingresos","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9987615647993007,0.0351702506984542,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r405","Tiene algún empleo fijo al que próximamente volverá","haven_labelled","1. Sí,
2. No",29117,0.4823644444444445,"   1","   2.0","    2",1.986658312755685,0.11473522474718496,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r405b","Tiene algún negocio, empresa o actividad propia a la que próximamente volverá","haven_labelled","1. Sí,
2. No",29479,0.47592888888888885,"   1","   2.0","    2",1.9910724291210637,0.09406487054950688,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r406","Razón por la que no trabajó la semana anterior","haven_labelled","1. Vacaciones laborales,
2. Incapacidad por enfermedad o accidente (con certificado médico cubierto por el ISSS),
3. Permisos o licencias (estudios, enfermedad y/o autorizados por la empresa),
3.1. Permisos o licencias por maternidad,
4. Cambio de turno,
5. Huelgas o paro laboral,
6. Suspensión laboral,
7. Término de temporada de trabajo,
8. Falta de materia prima,
9. Mal tiempo o fenómeno natural,
10. Asuntos personales o familiares,
11. Otro,
12. No sabe,
13. Por pandemia",55888,0.006435555555555528,"   1","   3.0","   12",4.673480662983425,3.9161521529711547,14,"▇▂▁▁▂▁▁▂","F2.1","6"
"r406a","Recibió sueldo, salario o ganancia de negocio durante el período de ausencia","haven_labelled","1. Sí,
2. No",56105,0.00257777777777779,"   1","   2.0","    2",1.910344827586207,0.286677358795523,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r406b","Tiempo en el que regresará al mismo trabajo","haven_labelled","1. Ya se incorporó o regresará en esa misma semana,
2. En cuatro semanas o menos,
3. En más de 4 semanas,
4. No hay seguridad de que regrese o cuándo reinicie su actividad,
5. No regresará,
6. No sabe",56118,0.002346666666666719,"   1","   2.0","    6",2.257575757575758,1.5113878770281526,6,"▇▆▁▃▁▁▁▂","F1.0","6"
"r406c","Desearía trabajar si se le presentara una oportunidad de empleo o empezar negocio","haven_labelled","1. Sí,
2. No",29676,0.47242666666666666,"   1","   2.0","    2",1.9530368028900429,0.2115640318093851,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r407","Buscó trabajo o trató de establecer su propia empresa o negocio","haven_labelled","1. Sí,
2. No",29676,0.47242666666666666,"   1","   2.0","    2",1.9735079400918192,0.16059639227792002,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r407_control","Buscó trabajo o trató de establecer su propia empresa o negocio","haven_labelled","1. Sí,
2. No",55602,0.011519999999999975,"   1","   2.0","    2",1.8996913580246915,0.3006431495251835,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r407a_m","Tiempo en meses que ha estado buscando trabajo desde la ultima vez que trabajó/desidió trabajar","numeric",NA,55579,0.011928888888888878,"1.0e+00","4.0e+00","    24",6.904619970193741,6.597138194350774,NA,"▇▂▁▁▁","F2.0","6"
"r407a_s","Tiempo en semanas que ha estado buscando trabajo desde la ultima vez que trabajó/desidió trabajar","numeric",NA,56217,5.866666666666243e-4,"1.0e+00","2.0e+00","     3",2.090909090909091,0.8790490729915326,NA,"▆▁▅▁▇","F1.0","6"
"r408","Actividad que realizó para buscar trabajo o establecer su propia empresa o negocio en las ultimas 4 semanas","haven_labelled","1. Estableció contacto con oficinas de empleo,
2. Gestionó directamente con empleadores,
3. Gestionó en lugar de trabajo, fincas, granjas, etc.,
4. Gestionó valiéndose de amigos(as) y familiares,
5. Puso aviso o respondió ofertas aparecidas en periódicos o en sitios de internet,
6. Buscó terreno, edificio, etc. para establecer su propia empresa o negocio,
7. Gestionó para obtener recursos financieros y establecer su propia empresa o negocio,
8. Otros,
9. No hizo nada",55546,0.012515555555555502,"   1","   2.0","    8",2.6420454545454546,1.5577071519346675,9,"▇▃▁▆▃▁▁▁","F1.0","6"
"r408otr","Otra actividad que realizó para buscar trabajo o establecer su propia empresa o negocio en las ultimas 4 semanas","numeric",NA,56249,1.777777777778322e-5,"1.0e+00","1.0e+00","     1",1,NA,NA,"▁▁▇▁▁","F2.0","6"
"r409","Razón por la que no buscó trabajo","haven_labelled","1. Creía que no había trabajo disponible en la zona,
2. No sabía cómo buscar trabajo,
3. Se cansó de buscar trabajo,
4. Espera ciclo agrícola de café,
5. Espera ciclo agrícola de caña,
6. Espera ciclo agrícola de algodón,
7. Espera ciclo agrícola de otros cultivos,
8. Asiste a un centro de educación formal o está de vacaciones escolares,
9. Por obligaciones familiares o personales,
10. Enfermedad o accidente,
11. Inhabilitado(a) por hecho violento,
12. Trabajo doméstico y cuidado,
13. Jubilado(a) o pensionado(a),
14. No puede trabajar (discapacitado(a), anciano(a), etc.),
15. Asiste a un centro de formacion o capacitación,
16. Otros,
17. Ya encontró trabajo que empezará pronto,
18. Espera respuesta del empleador(a),
19. Sí buscó trabajo",30380,0.45991111111111116,"   1","   9.0","   18",10.114959412446849,2.585371075274918,19,"▁▁▁▇▁▅▂▁","F2.0","6"
"r409otr","Otra razón por la que no buscó trabajo","numeric",NA,56089,0.0028622222222222105,"2.0e+00","6.0e+00","    22",6.881987577639752,5.10560829136399,NA,"▇▃▁▁▁","F2.0","6"
"r409a","En cuanto tiempo más comenzará a trabajar","haven_labelled","1. Sí,
2. No",56207,7.644444444444565e-4,"   1","   1.0","    2",1.2790697674418605,0.45385026875081025,2,"▇▁▁▁▁▁▁▃","F1.0","6"
"r409b","Hubiera estado dispuesto(a) a trabajar en el mismo momento o a más tardar 2 semanas","haven_labelled","1. Sí, ahora,
2. Sí, en dos semanas,
3. Sí, en los próximos meses,
4. Sí, mas adelante,
5. No",54824,0.025351111111111102,"   1","   1.0","    5",1.7720897615708275,1.5339272318591128,5,"▇▁▁▁▁▁▁▂","F1.0","6"
"r409b_control","Hubiera estado dispuesto(a) a trabajar en el mismo momento o a más tardar 2 semanas","haven_labelled","1. Sí, ahora,
2. Sí, en dos semanas,
3. Sí, en los próximos meses,
4. Sí, mas adelante,
5. No",55602,0.011519999999999975,"   1","   5.0","    5",4.146604938271605,1.577014440449154,5,"▂▁▁▁▁▁▁▇","F1.0","6"
"r410","Ha trabajado antes","haven_labelled","1. Sí,
2. No",43878,0.21994666666666662,"   1","   2.0","    2",1.8904784998383446,0.31230501860330556,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r411a","Horas (de lunes a viernes) que trabajó la semana anterior","numeric",NA,31321,0.44318222222222226,"1.0e+00","4.0e+01","    72",35.8932167355289,11.896954981294193,NA,"▁▂▇▃▁","F2.0","6"
"r411b","Días (de lunes a viernes) que trabajó la semana anterior","haven_labelled","1. Un dia,
2. Dos dias,
3. Tres dias,
4. Cuatro dias,
5. Cinco dias",31321,0.44318222222222226,"   1","   5.0","    5",4.612058245416984,0.9160706663782037,5,"▁▁▁▁▁▁▁▇","F1.0","6"
"r411c","Jornada (de lunes a viernes) que trabajó la semana anterior","haven_labelled","1. De 7 a.m. a 6 p.m.,
2. De 6 p.m. a 7 a.m.,
3. Mixta",31321,0.44318222222222226,"   1","   1.0","    3",1.418669020016848,0.8106458165229272,3,"▇▁▁▁▁▁▁▂","F1.0","6"
"r411d","Horas (sábado y domingo) que trabajó la semana anterior","numeric",NA,38786,0.31047111111111114,"1.0e+00","8.0e+00","    48",10.034585432890518,5.418240788450353,NA,"▇▃▁▁▁","F2.0","6"
"r411e","Días (sábado y domingo) que trabajó la semana anterior","haven_labelled","1. Un dia,
2. Dos dias",38786,0.31047111111111114,"   1","   1.0","    2",1.4070659642693542,0.49130142113756825,2,"▇▁▁▁▁▁▁▆","F1.0","6"
"r411f","Jornada (sábado y domingo) que trabajó la semana anterior","haven_labelled","1. De 7 a.m. a 6 p.m.,
2. De 6 p.m. a 7 a.m.,
3. Mixta",38786,0.31047111111111114,"   1","   1.0","    3",1.4602611085661934,0.8380387526166682,3,"▇▁▁▁▁▁▁▂","F1.0","6"
"r412a","Horas (de lunes a viernes) que trabaja habitualmente a la semana","numeric",NA,48655,0.13502222222222227,"1.0e+00","2.5e+01","    72",23.371165240289663,10.525704301312343,NA,"▅▇▆▁▁","F2.0","6"
"r412b","Días (de lunes a viernes) que trabaja habitualmente a la semana","haven_labelled","1. Un dia,
2. Dos dias,
3. Tres dias,
4. Cuatro dias,
5. Cinco dias",48655,0.13502222222222227,"   1","   5.0","    5",4.1755102040816325,1.2620264177960232,5,"▁▁▁▂▁▁▁▇","F1.0","6"
"r412c","Jornada (de lunes a viernes) que trabaja habitualmente a la semana","haven_labelled","1. De 7 a.m. a 6 p.m.,
2. De 6 p.m. a 7 a.m.,
3. Mixta",48655,0.13502222222222227,"   1","   1.0","    3",1.338643844634628,0.7462493374802556,3,"▇▁▁▁▁▁▁▂","F1.0","6"
"r412d","Horas (sábado y domingo) que trabaja habitualmente a la semana","numeric",NA,51813,0.07887999999999995,"1.0e+00","6.0e+00","    36",7.618886635113816,4.181913300190538,NA,"▇▃▁▁▁","F2.0","6"
"r412e","Días (sábado y domingo) que trabaja habitualmente a la semana","haven_labelled","1. Un dia,
2. Dos dias",51813,0.07887999999999995,"   1","   1.0","    2",1.4230335812485915,0.49409633884912607,2,"▇▁▁▁▁▁▁▆","F1.0","6"
"r412f","Jornada (sábado y domingo) que trabaja habitualmente a la semana","haven_labelled","1. De 7 a.m. a 6 p.m.,
2. De 6 p.m. a 7 a.m.,
3. Mixta",51813,0.07887999999999995,"   1","   1.0","    3",1.396213657876944,0.7909908051862324,3,"▇▁▁▁▁▁▁▂","F1.0","6"
"r413","Razón por la que trabaja menos de 40 horas en la semana","haven_labelled","1. No desea trabajar más horas,
2. Reducción de actividad o falta de trabajo,
3. Sólo encontró trabajo a tiempo parcial,
4. Jornada habitual de trabajo,
5. Razones familiares,
6. Tiene otro trabajo,
7. Por estudios,
8. Por enfermedad o accidente,
9. Inhabilitado(a) por hecho violento,
10. Por trabajo doméstico y cuidado,
11. Otros",49216,0.12504888888888888,"   1","   4.0","   11",3.582598805800398,1.9652356856449125,11,"▇▂▇▁▁▁▁▁","F2.0","6"
"r413otr","Otra razón por la que trabaja menos de 40 horas","numeric",NA,56248,3.555555555556644e-5,"1.0e+00","1.0e+00","     1",1,0,NA,"▁▁▇▁▁","F2.0","6"
"r413a","Razón por la que trabaja 40 horas o más en la semana","haven_labelled","1. Jornada habitual de trabajo,
2. Porque se lo exigen en el trabajo,
3. Para ganar más,
4. Porque es negocio propio y tiene que estar presente,
5. Por temor a que lo despidan,
6. Porque le gusta trabajar más horas,
7. Otros",37425,0.33466666666666667,"   1","   1.0","    6",1.1811420982735723,0.6204436743176637,7,"▇▁▁▁▁▁▁▁","F1.0","6"
"r413a_otr","Otra razón por la que trabaja 40 horas o más en la semana","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r414","Código de la ocupación (CIUO 08)","numeric",NA,30391,0.45971555555555554,"1.1e+02","6.1e+03","  9629",6363.763061216598,2232.5044344546895,NA,"▁▂▇▆▇","F4.0","6"
"r416","Código de la actividad económica (CIIU Rev. 4)","numeric",NA,30391,0.45971555555555554,"1.1e+02","4.7e+03","  9900",4546.758575350942,3037.780218699027,NA,"▅▁▇▁▅","F4.0","6"
"r414indicador","Indicador de actividad agropecuaria","haven_labelled","1. Trabajo agropecuario",30391,0.45971555555555554,"   0","   0.0","    1",0.0683321087435709,0.25231982418168375,1,"▇▁▁▁▁▁▁▁","F1.0","6"
"r417a01","En su empleo trabaja con herramientas peligrosas","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.6192041455586064,0.4855918969093463,2,"▅▁▁▁▁▁▁▇","F1.0","6"
"r417a02","En su empleo trabaja con químicos","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.7950423450249429,0.40367848142742696,2,"▂▁▁▁▁▁▁▇","F1.0","6"
"r417a03","En su empleo trabaja llevando cargas pesadas","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.622761901078928,0.48470465338615293,2,"▅▁▁▁▁▁▁▇","F1.0","6"
"r417a04","En su empleo trabaja en ambiente con gases, fuego","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.8970571174446034,0.3038901392719955,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a05","En su empleo trabaja en ambiente con polvo, humo","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.6700955180014696,0.4701872648688007,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r417a06","En su empleo trabaja con explosivos","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.9917243512896863,0.0905951419353406,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a07","En su empleo trabaja en alturas","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.9560694535751575,0.2049445724982244,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a08","En su empleo trabaja bajo el agua, en altamar o en manglares","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.9904481998530492,0.09726730759567928,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a09","En su empleo trabaja bajo tierra","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.9975637108936928,0.049299569878021116,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a10","En su empleo trabaja con temperaturas o humedad extrema","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.7103909663946788,0.4535896798018847,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r417a11","En su empleo trabaja en ambiente bullicioso","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.8301171739046367,0.37553708901668786,2,"▂▁▁▁▁▁▁▇","F1.0","6"
"r417a12","En su empleo trabaja con luz insuficiente","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.9870451293553502,0.11308199008384445,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a13","En su empleo trabaja con mota u otras partículas","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.8853010557252794,0.3186644369989981,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a14","En su empleo trabaja con alguna otra dificultad","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.9983758072624618,0.04026931146012216,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a14otr","Otra dificultad con la cual trabaja","numeric",NA,56208,7.466666666666733e-4,"1.0e+00","1.0e+00","     6",2.4047619047619047,1.781469985091427,NA,"▇▁▁▂▁","F2.0","6"
"r417a15","En su empleo trabaja con riesgo de accidentes graves","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.7409412583626591,0.4381263894690416,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r417a16","En su empleo trabaja con agresiones verbales o amenazas","haven_labelled","1. Sí,
2. No",30391,0.45971555555555554,"   1","   2.0","    2",1.965311883676863,0.18299220163820373,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r417a","Le proveen de medidas o equipo de seguridad","haven_labelled","1. Sí,
2. No",39080,0.30524444444444443,"   1","   2.0","    2",1.6521258008153756,0.47630972480554307,2,"▅▁▁▁▁▁▁▇","F1.0","6"
"r418","Categoría ocupacional","haven_labelled","1. Empleador(a) o patrono(a),
2. Cuenta propia con local,
3. Cuenta propia sin local,
4. Cooperativista,
5. Familiar no remunerado,
6. Asalariado(a) permanente,
7. Asalariado(a) temporal,
8. Aprendiz,
9. Servicio doméstico,
10. Otros",30391,0.45971555555555554,"   1","   6.0","    9",5.129045980122974,1.999752223459122,10,"▂▅▁▁▇▃▁▁","F2.0","6"
"r418tr","Otra categoría ocupacional","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r418a","Razón principal por la que no trabaja como asalariado permanente","haven_labelled","1. No encuentra trabajo asalariado,
2. Necesita flexibilidad con el tiempo,
3. Tiene que cuidar hijos/familiares,
4. Gana más así,
5. No le gusta ser asalariado,
6. Trabaja con la familia,
7. No se lo permite alguien de la familia,
8. Cuidado de la casa/bienes debido a la inseguridad,
9. Otros",40576,0.27864888888888883,"   1","   1.0","    9",1.88879673344392,1.6364767230173258,9,"▇▁▁▁▁▁▁▁","F1.0","6"
"r418a_otr","Otra razón por la que no trabaja como asalariado permanente","numeric",NA,56053,0.0035022222222221844,"1.0e+00","2.0e+00","     4",1.6649746192893402,0.5434598387105605,NA,"▅▇▁▁▁","F2.0","6"
"r418b","Quién decide su horario de trabajo","haven_labelled","1. 1.Usted,
2. 2.Uds y su(s) socio(s),
3. 3.Un familiar,
4. 4.Su empleador,
5. 5.Otra persona o empresa",47718,0.15168000000000004,"   1","   1.0","    3",1.0065635255508674,0.11439189189504252,5,"▇▁▁▁▁▁▁▁","F1.0","6"
"r418c","Quién decide los precios a cobrar","haven_labelled","1. Usted,
2. Usted y sus socios,
3. Su empleador,
4. Su cliente principal,
5. Su proveedor principal,
6. Un miembro de la familia",47718,0.15168000000000004,"   1","   1.0","    6",1.006446319737459,0.17942635523144274,6,"▇▁▁▁▁▁▁▁","F1.0","6"
"r418d","Trabaja solo, con miembros de la familia, contrata empleados o trabaja para un patrón","haven_labelled","1. Solo,
2. Con miembros de la familia,
3. Contrata empleados,
4. Trabaja para un patrón",47718,0.15168000000000004,"   1","   1.0","    3",1.46741678387248,0.7469660327767302,4,"▇▁▁▂▁▁▁▂","F1.0","6"
"r419","Ha firmado contrato de trabajo","haven_labelled","1. Sí, duración indefinida,
2. Sí, por un plazo fijo,
3. Sí, contrato de prueba,
4. Sí, para realizar un servicio,
5. Sí, contrato para interinato,
6. Sí, otro tipo de contrato,
7. No,
8. No sabe/No responde",40378,0.2821688888888889,"   1","   7.0","    8",4.839591733870968,2.673358652413282,8,"▂▃▁▁▁▁▇▁","F1.0","6"
"r419a","Número de meses de duración del contrato","numeric",NA,49719,0.11610666666666669,"1.0e+00","1.2e+01","    12",11.853314959424285,1.065645899884216,NA,"▁▁▁▁▇","F2.0","6"
"r420","Sector en el que trabaja","haven_labelled","1. Privado,
2. Público,
3. Organismo internacional,
4. Otros",41633,0.25985777777777774,"   1","   1.0","    3",1.15557227885339,0.36826683210082084,4,"▇▁▁▂▁▁▁▁","F1.0","6"
"r420_otr","Otro sector en el que trabaja","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r421","Número de personas de la empresa o negocio en el que trabaja","numeric",NA,35556,0.3678933333333333,"0.0e+00","2.0e+00","   998",138.2508939789311,334.3960464228922,NA,"▇▁▁▁▁","F3.0","6"
"r421a","Código (número por si no sabe con precisión) de personas de la empresa o negocio en el que trabaja","haven_labelled","1. 0-4,
2. 5-10,
3. 11-50,
4. 51-100,
5. 100 y más",52340,0.06951111111111108,"   1","   4.0","    5",3.6150895140664963,1.3171546306222277,5,"▁▃▁▅▁▃▁▇","F1.0","6"
"r422a","Cobertura del ISSS","haven_labelled","1. Si, afiliado,
2. Si, Cotizante,
3. No",30391,0.45971555555555554,"   1","   3.0","    3",2.5860242082060405,0.6334389022976002,3,"▁▁▁▃▁▁▁▇","F1.0","6"
"r422b","Cobertura de Bienestar Magisterial","haven_labelled","1. Si, afiliado,
2. Si, Cotizante,
3. No",30391,0.45971555555555554,"   1","   3.0","    3",2.9812444410069996,0.14556420511203988,3,"▁▁▁▁▁▁▁▇","F1.0","6"
"r422c","Cobertura del IPSFA","haven_labelled","1. Si, afiliado,
2. Si, Cotizante,
3. No",30391,0.45971555555555554,"   2","   3.0","    3",2.9931551877489464,0.08245134136051406,3,"▁▁▁▁▁▁▁▇","F1.0","6"
"r422d","Cobertura de seguro de salud colectivo","haven_labelled","1. Si, afiliado,
2. Si, Cotizante,
3. No",30391,0.45971555555555554,"   2","   3.0","    3",2.999265246142542,0.02709690735677808,3,"▁▁▁▁▁▁▁▇","F1.0","6"
"r422e","Cobertura de seguro de salud privado","haven_labelled","1. Si, afiliado,
2. Si, Cotizante,
3. No",30391,0.45971555555555554,"   2","   3.0","    3",2.9974863683823814,0.05007404755371683,3,"▁▁▁▁▁▁▁▇","F1.0","6"
"r422f","Cobertura de la AFP","haven_labelled","1. Si, afiliado,
2. Si, Cotizante,
3. No",30391,0.45971555555555554,"   1","   3.0","    3",2.579488766000232,0.6442736942812426,3,"▁▁▁▃▁▁▁▇","F1.0","6"
"r422g","Cobertura del INPEP","haven_labelled","1. Si, afiliado,
2. Si, Cotizante,
3. No",30391,0.45971555555555554,"   1","   3.0","    3",2.9976023821493483,0.06151569573630799,3,"▁▁▁▁▁▁▁▇","F1.0","6"
"r423","Periodicidad con la que recibe el sueldo o salario","haven_labelled","1. Diaria,
2. Semanal,
3. Quincenal,
4. Mensual,
5. Por obra o destajo (promedio mensual),
6. No recibe salario en efectivo",38923,0.3080355555555555,"   1","   3.0","    6",2.9836671091360305,1.3523012095057958,6,"▃▅▁▇▆▁▁▂","F1.0","6"
"r424","Sueldo o salario bruto que recibió de acuerdo a la periodicidad","numeric",NA,40386,0.28202666666666665,"6.5e+00","3.7e+02","  2500",401.96534585644645,266.48491504043665,NA,"▇▂▁▁▁","F8.2","7"
"r424a","Le deducen del salario el impuesto sobre la renta","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",40386,0.28202666666666665,"   1","   2.0","    3",1.8958648512355019,0.44773264720303063,3,"▂▁▁▇▁▁▁▁","F1.0","6"
"r42501a","Monto que recibe por pago de horas extras","numeric",NA,39327,0.3008533333333333,"0.0e+00","0.0e+00","   400",2.2772203510015956,16.810721260536415,NA,"▇▁▁▁▁","F8.2","7"
"r42501b","Veces al año que recibe pago de horas extras","numeric",NA,55711,0.00958222222222227,"1.0e+00","1.2e+01","    12",9.738404452690167,3.8013192358401366,NA,"▂▁▁▁▇","F3.0","6"
"r42502a","Monto que recibe por salario vacacional","numeric",NA,40557,0.2789866666666667,"0.0e+00","0.0e+00","  1500",24.56460906136494,95.02875664908294,NA,"▇▁▁▁▁","F8.2","7"
"r42502b","Veces al año que recibe salario vacacional","numeric",NA,54674,0.028017777777777808,"1.0e+00","1.0e+00","     1",1,0,NA,"▁▁▇▁▁","F3.0","6"
"r42503a","Monto que recibe por aguinaldo","numeric",NA,41785,0.2571555555555556,"0.0e+00","0.0e+00","  2000",78.7929042516419,173.32722288319655,NA,"▇▁▁▁▁","F8.2","7"
"r42503b","Veces al año que recibe aguinaldo","haven_labelled","1. Veces",52383,0.06874666666666662,"   1","   1.0","    1",1,0,1,"▁▁▁▇▁▁▁▁","F3.0","6"
"r42504a","Monto que recibe por bonificaciones, comisiones, viáticos","numeric",NA,39410,0.29937777777777774,"0.0e+00","0.0e+00","  1500",12.426353919239904,76.15333833297088,NA,"▇▁▁▁▁","F8.2","7"
"r42504b","Veces al año que recibe bonificaciones, comisiones, viáticos","numeric",NA,55404,0.015040000000000053,"1.0e+00","4.0e+00","    24",6.459810874704492,5.111320950368937,NA,"▇▁▅▁▁","F3.0","6"
"r42505a","Alimentos o refrigerios","numeric",NA,39112,0.3046755555555556,"0.0e+00","0.0e+00","   300",10.954651067802544,34.35466503933057,NA,"▇▁▁▁▁","F8.2","7"
"r42505b","Veces al año que recibe alimentos o refrigerios","numeric",NA,53852,0.042631111111111064,"1.0e+00","1.2e+01","    52",12.153878231859883,2.643639017702955,NA,"▁▇▁▁▁","F3.0","6"
"r42506a","Monto que recibe por ropa, uniformes o calzado","numeric",NA,39335,0.30071111111111115,"0.0e+00","0.0e+00","   360",11.290806976056754,34.10936313118981,NA,"▇▁▁▁▁","F8.2","7"
"r42506b","Veces al año que recibe ropa, uniformes o calzado","numeric",NA,53523,0.04847999999999997,"1.0e+00","1.0e+00","     2",1.115878254492116,0.32013757565189715,NA,"▇▁▁▁▁","F3.0","6"
"r42507a","Monto que recibe por mercaderías (en especie)","numeric",NA,38942,0.30769777777777774,"0.0e+00","0.0e+00","   125",0.4252946614282413,4.601734871709153,NA,"▇▁▁▁▁","F8.2","7"
"r42507b","Veces al año que recibe mercaderías (en especie)","numeric",NA,56010,0.004266666666666641,"2.0e+00","1.2e+01","    52",12.258333333333333,3.7427661516356916,NA,"▇▁▁▁▁","F3.0","6"
"r42508a","Monto que recibe por vivienda","numeric",NA,38944,0.30766222222222217,"0.0e+00","0.0e+00","   300",0.9416387380099388,9.679388154689391,NA,"▇▁▁▁▁","F8.2","7"
"r42508b","Veces al año que recibe vivienda","numeric",NA,56010,0.004266666666666641,"1.2e+01","1.2e+01","    12",12,0,NA,"▁▁▇▁▁","F3.0","6"
"r42509a","Monto que recibe por transporte o combustible","numeric",NA,38971,0.30718222222222225,"0.0e+00","0.0e+00","   300",0.9252254181376237,8.95134736371795,NA,"▇▁▁▁▁","F8.2","7"
"r42509b","Veces al año que recibe transporte o combustible","numeric",NA,55889,0.0064177777777777445,"1.2e+01","1.2e+01","    12",12,0,NA,"▁▁▇▁▁","F3.0","6"
"r42510a","Monto que recibe por seguro privado de salud","numeric",NA,38940,0.3077333333333333,"0.0e+00","0.0e+00","    75",0.024032351242056615,1.2500159463280809,NA,"▇▁▁▁▁","F8.2","7"
"r42510b","Veces al año que recibe seguro privado de salud","numeric",NA,56243,1.2444444444448255e-4,"1.2e+01","1.2e+01","    12",12,0,NA,"▁▁▇▁▁","F3.0","6"
"r42511a","Monto que recibe por propinas","numeric",NA,38960,0.30737777777777775,"0.0e+00","0.0e+00","   150",0.24447657605552342,4.549059681129187,NA,"▇▁▁▁▁","F8.2","7"
"r42511b","Veces al año que recibe propinas","numeric",NA,56168,0.00145777777777778,"1.2e+01","1.2e+01","    12",12,0,NA,"▁▁▇▁▁","F3.0","6"
"r42512a","Monto que recibe por otro beneficio","numeric",NA,38936,0.30780444444444444,"0.0e+00","0.0e+00","    60",0.039967656231951025,1.3315489933769882,NA,"▇▁▁▁▁","F8.2","7"
"r42512otr","Otro beneficio que recibe","numeric",NA,56219,5.511111111110578e-4,"1.0e+00","2.0e+00","     7",2.5483870967741935,1.6091138281140824,NA,"▇▅▁▁▁","F2.0","6"
